User_ID,Category,Calories (kcal),Protein (g),Carbohydrates (g),Fat (g),Fiber (g),Sugars (g),Sodium (mg),Cholesterol (mg),Meal_Type,Water_Intake (ml),age,gender,zip_code
979,Beverages,495,7.0,25.9,47.1,2.9,30.0,743,136,Snack,839,38,Male,3005
786,Grains,377,43.5,19.8,47.3,1.5,0.8,424,54,Snack,394,26,Female,3038
422,Meat,319,12.3,34.6,22.7,1.2,18.7,656,93,Dinner,933,39,Male,3591
848,Vegetables,528,42.3,76.9,42.7,6.6,36.6,688,149,Breakfast,728,27,Female,1056
314,Beverages,485,21.3,57.5,28.3,4.2,4.5,567,160,Snack,299,53,Male,1046
909,Fruits,506,17.3,12.9,17.3,0.6,39.5,47,89,Breakfast,895,52,Female,9901
913,Beverages,227,48.0,42.1,16.4,4.8,21.1,31,50,Snack,171,64,Male,2552
871,Grains,504,28.1,20.3,21.9,5.6,19.5,382,189,Snack,212,67,Female,1057
902,Vegetables,120,40.1,38.9,21.9,4.7,4.3,168,187,Lunch,137,47,Female,3131
817,Vegetables,334,19.3,62.5,16.4,8.2,48.4,531,6,Dinner,958,22,Female,4804
83,Grains,110,31.9,44.1,22.5,6.7,33.2,957,33,Dinner,623,35,Female,1024
143,Meat,192,46.6,74.5,27.9,0.5,5.4,271,62,Dinner,153,55,Female,2015
220,Meat,68,34.5,35.8,8.7,0.4,24.0,550,113,Breakfast,513,28,Female,3016
876,Snacks,279,39.6,6.3,39.0,7.9,45.0,590,274,Lunch,484,75,Male,3000
67,Grains,590,43.7,80.1,47.7,5.1,14.0,629,98,Breakfast,336,59,Female,2611
744,Fruits,391,17.8,17.0,11.2,7.3,10.8,654,138,Dinner,132,64,Male,2585
410,Vegetables,514,14.1,62.7,48.7,8.7,38.5,603,264,Snack,860,37,Female,3400
220,Snacks,425,29.4,10.3,4.0,5.5,14.8,583,186,Snack,685,61,Female,2534
62,Fruits,301,24.9,48.4,22.3,1.4,21.8,353,288,Snack,991,32,Female,3055
20,Beverages,308,3.9,86.6,4.8,5.1,42.3,467,287,Dinner,809,47,Male,1077
278,Beverages,399,38.7,10.3,34.6,9.2,14.5,511,37,Dinner,557,79,Female,1023
891,Fruits,114,20.3,9.7,2.4,4.8,34.7,623,89,Dinner,941,52,Male,4803
223,Snacks,52,10.5,96.5,27.6,8.3,34.2,265,78,Lunch,251,64,Female,1098
108,Fruits,441,29.5,17.7,47.8,4.4,48.5,471,238,Dinner,531,52,Male,4803
121,Fruits,74,18.4,54.3,13.3,4.1,22.1,484,174,Dinner,932,53,Female,3532
418,Fruits,61,43.9,44.4,1.1,4.6,7.6,689,44,Lunch,362,35,Female,3111
758,Snacks,447,27.7,97.7,29.9,3.1,0.7,175,93,Breakfast,440,70,Male,1050
375,Fruits,206,8.6,15.4,30.4,0.5,34.2,225,118,Snack,477,80,Male,3409
356,Snacks,469,3.8,92.2,8.5,4.3,24.5,342,31,Breakfast,246,80,Male,2533
770,Snacks,408,49.9,5.7,48.4,3.6,43.1,271,244,Lunch,179,38,Male,3029
96,Meat,502,6.5,71.9,28.4,7.8,28.8,954,205,Dinner,255,72,Female,3540
195,Grains,324,24.4,75.2,18.0,5.0,10.9,436,56,Snack,263,27,Male,3569
172,Meat,520,21.7,59.0,19.3,4.6,42.1,568,292,Snack,238,40,Female,3077
704,Fruits,89,43.1,88.5,29.8,2.5,0.0,397,245,Dinner,207,52,Male,1090
956,Dairy,258,2.7,13.5,30.1,9.7,17.5,856,56,Lunch,260,61,Female,1048
415,Grains,329,6.9,77.9,22.1,0.4,3.2,158,81,Snack,806,77,Male,3551
8,Beverages,521,44.6,31.1,26.4,4.1,12.9,290,53,Breakfast,900,35,Female,1009
415,Grains,314,33.6,19.2,4.1,8.5,45.2,550,275,Lunch,549,47,Female,3041
680,Snacks,103,18.4,43.7,38.6,4.4,16.6,16,286,Lunch,200,75,Female,2546
579,Meat,285,39.1,87.5,47.2,0.0,46.3,7,285,Lunch,499,40,Male,1075
670,Snacks,171,11.9,30.1,4.2,3.2,5.5,850,254,Breakfast,153,73,Male,3043
338,Fruits,494,28.1,15.6,8.8,1.8,26.2,575,193,Breakfast,651,56,Male,1093
723,Fruits,584,12.6,42.5,1.4,2.4,32.1,478,189,Breakfast,975,66,Female,2593
532,Beverages,310,10.9,35.5,10.9,9.0,44.5,757,287,Lunch,484,22,Male,3540
674,Snacks,253,41.7,97.0,33.7,2.8,15.4,132,6,Dinner,330,70,Female,1032
138,Dairy,573,30.2,14.8,8.4,7.0,13.0,393,121,Dinner,474,56,Male,2543
76,Grains,349,42.3,92.8,35.0,6.3,38.1,228,240,Dinner,638,18,Female,3026
171,Meat,314,21.3,95.0,9.3,0.1,21.9,514,130,Breakfast,137,67,Female,2566
530,Grains,415,8.2,53.1,45.1,5.0,17.9,945,141,Breakfast,929,42,Female,2530
780,Beverages,261,25.5,69.4,38.4,9.3,27.9,118,291,Dinner,853,46,Male,2581
95,Beverages,208,34.7,83.7,26.5,2.1,18.0,46,100,Lunch,638,31,Female,2027
44,Dairy,438,19.1,85.2,48.8,2.5,33.5,385,46,Dinner,799,40,Female,3012
254,Meat,171,32.8,84.4,29.1,1.0,6.2,978,213,Breakfast,835,59,Female,2512
306,Snacks,345,19.3,36.8,45.6,6.9,9.0,332,5,Breakfast,799,25,Male,3576
604,Fruits,63,39.6,86.5,42.0,1.7,37.3,949,104,Breakfast,386,45,Male,3500
477,Beverages,474,47.3,45.4,24.8,3.4,15.5,443,152,Breakfast,505,76,Male,1039
948,Grains,348,11.6,94.7,42.2,3.7,46.8,316,274,Dinner,699,59,Female,3079
367,Grains,468,7.6,12.1,49.2,7.5,18.1,321,67,Dinner,851,76,Male,3012
69,Meat,409,15.2,15.6,17.0,0.5,37.1,554,103,Breakfast,234,35,Male,1055
652,Fruits,129,28.8,44.8,6.2,0.5,29.8,277,152,Lunch,718,53,Male,3594
162,Dairy,118,3.4,70.0,25.8,9.6,29.9,776,203,Snack,152,55,Female,1053
136,Vegetables,130,39.7,63.1,41.7,4.3,38.3,984,169,Breakfast,583,72,Male,2506
53,Fruits,370,34.9,45.6,33.7,5.3,28.8,474,138,Dinner,334,29,Male,8011
369,Vegetables,506,14.8,88.6,29.3,3.9,28.9,620,179,Lunch,107,79,Female,3039
94,Beverages,55,32.7,85.4,16.2,6.0,6.1,276,293,Snack,702,35,Male,3596
462,Beverages,157,25.4,56.7,20.6,3.2,34.3,314,35,Dinner,853,37,Male,3011
792,Snacks,79,17.2,10.5,32.4,8.8,19.4,918,168,Dinner,977,77,Male,3000
859,Meat,160,22.1,91.8,17.7,0.1,35.8,765,230,Snack,134,27,Male,3550
278,Snacks,66,32.0,33.4,48.7,3.1,25.6,776,17,Dinner,395,55,Male,1091
324,Beverages,109,33.9,34.5,13.5,1.0,40.4,648,111,Dinner,853,36,Female,2584
397,Grains,102,39.6,25.2,47.7,6.9,28.7,320,256,Breakfast,195,73,Female,3406
595,Snacks,378,36.6,87.8,12.2,5.1,25.1,251,200,Snack,133,61,Male,3035
131,Fruits,323,44.9,33.3,48.4,7.7,19.5,896,59,Dinner,223,39,Female,3021
82,Beverages,444,5.3,45.9,35.3,5.8,44.6,627,237,Dinner,151,67,Male,1086
229,Fruits,314,6.9,47.1,22.6,6.6,20.6,823,86,Dinner,633,63,Female,1063
724,Snacks,226,35.1,30.6,4.2,2.9,31.9,595,90,Lunch,544,75,Female,5211
171,Grains,334,48.9,65.5,23.1,4.6,20.0,67,185,Breakfast,977,20,Female,2551
275,Vegetables,55,25.0,84.2,42.2,2.7,42.6,145,92,Lunch,179,22,Male,2563
320,Meat,293,47.7,66.7,17.6,7.2,18.9,950,266,Dinner,480,34,Male,4808
836,Vegetables,402,17.7,43.6,42.1,9.1,41.8,757,292,Dinner,479,41,Female,3540
960,Snacks,153,21.9,69.0,24.1,3.9,39.5,47,131,Dinner,892,21,Male,8232
941,Meat,382,27.4,34.2,39.9,9.5,3.0,628,62,Lunch,647,80,Female,3500
781,Snacks,463,14.3,65.9,43.5,0.6,6.2,623,150,Lunch,537,76,Male,3547
768,Snacks,343,23.8,79.3,35.9,4.8,40.9,303,31,Dinner,387,37,Female,2592
274,Fruits,479,29.9,28.5,39.1,1.6,10.1,500,212,Lunch,890,65,Female,1030
238,Fruits,251,13.2,78.8,35.8,2.4,37.3,45,201,Snack,944,20,Male,8441
217,Vegetables,488,47.4,77.1,32.8,5.8,29.0,517,136,Snack,365,43,Female,1032
113,Meat,344,39.0,29.6,26.5,1.9,46.7,660,294,Lunch,203,29,Male,7522
947,Vegetables,112,19.6,11.7,13.8,5.3,6.4,129,56,Breakfast,241,18,Male,3513
614,Meat,336,46.4,46.9,8.1,9.4,26.4,661,10,Breakfast,788,27,Female,3500
53,Snacks,463,11.2,31.1,2.2,7.2,35.5,848,259,Snack,842,29,Male,8461
45,Vegetables,60,38.1,11.3,4.7,2.2,19.9,177,78,Breakfast,661,68,Male,2570
551,Meat,97,28.8,46.7,31.2,8.6,27.5,205,196,Breakfast,456,19,Female,3048
805,Snacks,327,36.0,46.6,47.3,1.1,39.3,55,165,Dinner,736,65,Male,2538
241,Fruits,595,23.5,18.2,30.1,1.9,9.9,788,48,Lunch,541,38,Female,1072
450,Dairy,460,37.3,64.0,36.2,0.7,21.2,223,64,Breakfast,880,44,Female,2526
173,Vegetables,120,36.1,79.6,44.7,5.9,18.5,507,195,Snack,789,75,Female,2020
149,Vegetables,155,11.4,8.9,35.8,8.1,17.9,8,211,Breakfast,324,66,Male,1006
391,Meat,385,30.0,27.2,18.5,9.2,14.0,801,196,Lunch,853,51,Male,3001
339,Vegetables,210,12.0,85.2,7.6,0.1,13.0,435,87,Snack,925,39,Male,1000
715,Meat,485,47.8,19.0,42.7,3.6,42.8,506,112,Lunch,254,77,Male,1089
656,Vegetables,380,21.8,51.2,34.0,5.7,29.5,191,286,Snack,338,71,Male,3515
216,Snacks,523,26.7,63.8,28.9,4.0,3.6,973,24,Snack,172,34,Male,3001
734,Vegetables,594,40.1,56.4,19.4,5.4,24.1,963,45,Lunch,357,58,Female,1003
16,Snacks,406,42.2,87.3,5.1,8.3,26.4,527,282,Snack,733,23,Female,8443
176,Snacks,202,39.7,33.0,30.4,7.5,34.4,525,26,Breakfast,103,75,Female,1037
910,Beverages,278,28.5,55.3,2.9,1.8,49.7,802,249,Snack,924,21,Male,3055
911,Snacks,291,11.7,53.5,28.5,8.4,47.2,144,228,Lunch,956,37,Male,3504
392,Dairy,421,18.1,62.3,10.1,9.4,35.7,781,19,Lunch,157,35,Male,2527
959,Meat,263,3.8,27.3,35.9,2.2,41.9,181,294,Snack,712,78,Female,2512
271,Beverages,519,26.7,55.7,35.5,5.0,8.4,831,46,Lunch,585,18,Male,3589
130,Snacks,129,45.4,58.8,2.2,4.9,49.1,333,86,Snack,882,71,Male,3512
322,Meat,580,44.1,55.1,35.5,1.1,45.9,904,133,Breakfast,428,34,Male,1084
631,Snacks,442,4.8,14.1,31.0,4.3,49.8,322,138,Snack,326,29,Male,2014
935,Vegetables,503,26.6,78.5,41.0,6.3,43.0,49,118,Dinner,941,59,Female,1066
780,Grains,273,21.3,94.3,41.6,5.4,25.4,118,288,Breakfast,647,35,Female,1115
101,Dairy,390,20.4,75.4,9.6,8.7,26.2,945,202,Dinner,461,43,Female,7411
786,Dairy,95,31.0,80.4,14.7,5.0,43.1,703,155,Breakfast,818,75,Male,3520
397,Grains,465,16.4,65.2,15.2,9.3,22.3,598,200,Snack,976,42,Female,1040
635,Snacks,459,10.4,97.4,41.7,0.9,47.1,997,176,Dinner,475,47,Male,2503
884,Snacks,93,12.0,19.5,44.1,1.5,22.2,142,11,Dinner,522,53,Female,8443
706,Meat,160,11.7,92.2,13.9,3.3,20.5,197,40,Breakfast,537,45,Female,1017
247,Snacks,188,49.4,16.7,34.6,1.2,29.4,928,295,Snack,859,71,Female,2555
982,Grains,199,3.2,68.7,36.2,8.9,36.6,841,295,Breakfast,823,59,Female,1078
516,Snacks,113,39.1,22.4,6.3,0.1,29.1,938,26,Lunch,898,31,Male,1089
608,Dairy,245,17.8,67.1,32.2,3.0,17.5,542,173,Lunch,336,34,Male,3515
722,Beverages,474,29.8,31.8,33.1,2.8,38.5,789,120,Snack,821,31,Female,3060
931,Snacks,508,2.9,70.9,10.8,6.8,35.0,233,205,Snack,677,52,Female,3572
829,Vegetables,353,35.1,14.9,8.8,7.1,15.3,851,254,Snack,424,51,Male,3016
105,Meat,130,11.1,76.2,2.9,4.6,3.1,933,233,Breakfast,628,44,Female,3541
280,Meat,328,31.4,25.1,18.1,2.3,11.9,54,80,Snack,807,54,Male,3021
795,Vegetables,483,41.2,33.5,29.0,5.8,35.8,293,178,Lunch,747,60,Female,1028
89,Meat,449,35.5,98.2,48.3,2.8,39.3,520,247,Breakfast,844,25,Female,7607
37,Meat,316,23.7,11.0,37.1,8.9,41.4,246,280,Dinner,578,78,Male,2579
463,Meat,539,37.1,89.3,47.9,1.7,43.2,516,195,Breakfast,841,32,Female,3015
13,Vegetables,203,37.7,5.3,39.9,2.2,30.5,941,56,Dinner,113,63,Female,3035
572,Vegetables,102,36.6,92.2,9.0,4.8,26.6,550,186,Dinner,354,63,Male,2530
712,Dairy,498,1.7,26.3,47.3,6.3,41.2,232,186,Lunch,548,79,Male,3061
379,Vegetables,270,15.5,54.8,26.9,8.7,11.1,429,215,Lunch,885,54,Male,2569
593,Dairy,156,1.0,83.5,16.8,1.7,16.6,331,100,Snack,515,61,Female,4806
242,Fruits,122,46.0,90.0,8.5,1.4,11.1,320,67,Breakfast,309,51,Male,1096
813,Fruits,543,29.7,67.8,7.0,3.6,14.7,835,152,Dinner,423,31,Male,2508
745,Vegetables,501,36.5,6.2,24.3,5.8,14.0,383,37,Dinner,812,63,Male,2570
494,Snacks,485,29.6,8.8,2.5,4.7,48.2,507,260,Dinner,962,78,Female,2000
665,Beverages,463,42.3,20.1,25.2,2.6,15.3,423,218,Snack,266,74,Male,1055
50,Fruits,333,28.6,89.8,43.2,8.6,12.5,726,11,Lunch,956,64,Female,3223
937,Snacks,103,35.7,46.1,41.6,9.4,3.1,789,230,Lunch,731,26,Male,4800
531,Dairy,311,3.1,99.3,41.1,8.2,35.1,691,100,Breakfast,815,37,Male,3061
519,Meat,185,1.6,66.3,29.2,8.0,49.1,691,56,Breakfast,529,18,Male,8461
71,Grains,430,4.9,62.6,10.8,3.2,6.2,963,50,Dinner,894,67,Female,2564
187,Fruits,302,17.8,53.2,39.9,0.4,21.8,20,172,Snack,324,42,Female,1114
451,Meat,152,17.7,52.5,32.5,0.8,19.7,126,195,Snack,129,62,Female,2593
159,Grains,445,39.0,5.2,26.5,3.0,5.6,693,191,Breakfast,664,52,Female,1052
953,Dairy,285,41.3,35.6,10.4,1.8,17.7,544,25,Snack,229,55,Female,3019
175,Meat,510,29.3,8.3,42.2,5.7,43.0,453,17,Dinner,670,79,Female,3588
257,Grains,532,18.1,6.2,35.0,4.9,16.8,714,250,Lunch,911,53,Male,9991
602,Fruits,519,5.9,45.5,41.7,7.8,9.0,319,283,Lunch,971,24,Male,1042
683,Dairy,377,29.9,48.2,18.2,6.5,18.9,61,283,Snack,661,67,Female,4807
877,Vegetables,168,30.4,36.9,42.0,3.1,18.6,193,130,Snack,922,36,Male,3563
357,Meat,408,33.3,44.2,27.0,1.1,8.8,896,74,Snack,476,65,Female,2611
975,Grains,548,45.3,55.0,24.3,0.3,35.6,280,135,Lunch,389,50,Female,3031
314,Grains,384,5.3,94.8,10.0,8.0,45.7,341,288,Snack,772,76,Female,3058
925,Grains,276,20.4,42.9,19.0,2.9,21.2,536,298,Lunch,632,76,Female,2511
87,Meat,483,34.0,80.5,20.9,6.6,40.3,650,274,Lunch,728,62,Female,3078
996,Snacks,161,45.9,38.8,38.4,3.0,8.7,576,33,Dinner,188,27,Female,2572
287,Meat,392,30.5,41.0,46.1,2.9,22.6,684,197,Breakfast,263,62,Female,6412
48,Grains,418,39.4,92.0,27.0,8.3,0.2,96,299,Breakfast,957,44,Female,2506
380,Grains,222,39.3,84.6,44.2,0.3,17.2,173,35,Breakfast,982,31,Female,7551
93,Vegetables,137,22.5,40.2,29.0,8.0,14.1,254,220,Lunch,747,51,Male,1044
758,Grains,454,36.7,54.2,45.8,8.6,24.2,959,226,Breakfast,903,42,Male,9405
325,Vegetables,435,43.1,18.8,46.3,4.4,7.6,310,118,Snack,248,79,Female,2515
326,Grains,259,37.0,8.8,4.0,9.9,24.3,866,49,Dinner,692,65,Male,6211
540,Meat,476,13.1,47.2,42.1,0.7,43.3,282,176,Snack,754,18,Male,1061
814,Vegetables,59,8.5,69.9,48.3,5.9,18.1,872,170,Snack,713,28,Female,2001
704,Grains,204,3.1,73.5,32.9,3.5,14.2,953,140,Snack,370,46,Female,2592
510,Snacks,415,20.8,7.2,47.0,5.7,40.6,995,58,Snack,488,38,Female,2539
223,Dairy,515,3.4,59.3,40.0,3.6,49.1,25,235,Dinner,553,64,Male,3067
255,Meat,296,3.4,73.0,49.6,9.3,31.0,677,35,Dinner,883,77,Male,3036
529,Beverages,164,3.6,41.3,16.8,7.7,9.6,116,238,Snack,408,56,Male,2592
918,Fruits,244,15.5,5.5,18.1,1.4,7.3,514,171,Breakfast,953,62,Female,3559
527,Fruits,272,16.6,24.9,49.2,4.6,42.7,130,139,Breakfast,132,55,Female,3558
209,Snacks,132,34.0,96.9,7.9,8.8,45.0,523,285,Snack,694,34,Female,2511
667,Beverages,521,8.7,36.7,6.5,3.8,39.4,752,105,Breakfast,713,22,Female,3418
391,Fruits,516,17.9,93.4,38.3,0.8,19.0,410,292,Lunch,919,57,Female,1076
161,Beverages,355,20.3,39.0,21.3,6.2,10.3,882,149,Dinner,978,41,Male,4802
843,Beverages,311,18.9,62.1,11.0,2.7,9.0,276,46,Breakfast,261,37,Female,3027
695,Meat,475,46.8,36.1,8.1,5.1,4.7,810,112,Snack,300,59,Female,1117
942,Snacks,135,29.0,88.1,41.6,8.6,17.5,134,191,Breakfast,727,34,Male,3539
942,Vegetables,115,42.9,6.9,38.5,6.8,16.2,760,239,Breakfast,349,47,Female,3049
399,Fruits,431,45.0,24.6,7.1,4.2,47.9,223,224,Breakfast,687,45,Female,3514
715,Fruits,219,25.9,65.9,17.3,7.3,14.9,576,290,Lunch,489,56,Female,2500
324,Dairy,393,10.7,78.6,36.3,5.6,5.2,631,271,Lunch,868,78,Female,2020
18,Beverages,497,22.7,5.7,4.0,9.1,33.9,564,213,Lunch,235,54,Female,9711
312,Dairy,341,8.3,98.2,41.6,2.4,17.2,263,8,Lunch,243,47,Male,3556
346,Beverages,540,31.7,41.4,1.2,7.2,17.2,506,256,Snack,691,73,Male,2572
951,Meat,72,31.1,35.8,39.4,0.5,32.8,996,98,Breakfast,807,78,Female,2528
698,Vegetables,591,6.2,72.4,8.4,6.1,10.1,102,267,Lunch,899,53,Male,1000
77,Beverages,212,48.2,53.7,40.8,3.5,18.2,156,14,Dinner,896,25,Male,2005
690,Snacks,573,11.3,77.7,5.2,5.6,4.3,9,88,Breakfast,620,79,Male,3531
191,Snacks,551,35.6,13.8,4.0,8.2,21.5,134,288,Snack,186,64,Male,6811
53,Beverages,164,41.8,23.9,38.6,5.2,5.1,168,136,Breakfast,645,34,Male,2536
215,Vegetables,490,11.1,48.7,46.2,7.1,18.0,499,107,Dinner,838,48,Female,4461
391,Vegetables,60,2.0,23.0,42.4,5.0,26.2,940,140,Dinner,502,78,Female,1004
831,Meat,431,4.6,9.3,13.0,9.2,18.7,846,191,Snack,452,39,Male,4382
265,Snacks,202,5.2,41.0,23.5,6.9,11.1,151,244,Snack,263,64,Female,3078
395,Vegetables,460,5.6,96.2,23.4,5.6,30.4,851,224,Dinner,135,39,Male,7811
1000,Grains,167,1.0,71.1,12.4,2.0,47.0,315,139,Breakfast,470,45,Female,2624
914,Snacks,560,1.8,73.6,21.5,7.2,42.1,607,175,Lunch,495,66,Male,2011
621,Vegetables,346,46.5,92.5,6.2,8.4,5.1,552,265,Breakfast,491,36,Male,4817
211,Snacks,442,31.3,53.1,7.6,3.0,14.7,359,248,Snack,138,76,Female,3040
279,Grains,408,36.4,47.0,48.9,9.0,32.7,554,206,Breakfast,521,26,Female,3541
78,Meat,330,20.2,83.1,49.8,6.9,27.9,836,134,Snack,203,49,Female,2541
549,Dairy,465,40.2,77.4,46.9,0.1,19.5,650,234,Breakfast,772,37,Female,8911
130,Grains,81,40.0,73.5,11.8,0.1,29.7,770,253,Snack,973,43,Female,3585
816,Meat,572,23.5,79.3,26.7,3.5,24.8,131,278,Dinner,939,72,Male,1008
633,Vegetables,407,17.8,63.9,46.9,4.1,2.8,593,3,Dinner,993,54,Female,3555
40,Grains,114,9.5,10.7,4.3,6.7,2.0,109,115,Lunch,617,40,Male,3031
685,Beverages,479,8.2,38.4,4.0,9.5,27.6,620,188,Breakfast,340,32,Male,1085
866,Vegetables,234,35.1,58.9,4.9,1.2,46.2,255,299,Lunch,116,64,Female,3562
322,Vegetables,348,8.0,95.3,1.2,10.0,43.0,780,149,Lunch,892,50,Male,3007
318,Snacks,496,4.4,69.3,13.5,0.4,18.3,83,82,Lunch,606,63,Male,2518
645,Vegetables,412,42.8,48.7,14.3,9.2,18.7,891,217,Lunch,125,79,Male,1063
167,Snacks,556,11.2,18.1,43.0,8.9,7.2,539,142,Dinner,565,36,Male,2533
546,Fruits,507,6.8,40.8,27.3,2.8,31.0,90,270,Lunch,618,50,Female,9791
646,Vegetables,492,10.0,81.6,9.3,4.0,46.6,256,152,Snack,465,56,Female,2562
322,Vegetables,498,34.9,83.9,2.8,3.6,43.0,635,77,Breakfast,256,51,Male,2014
318,Vegetables,498,6.5,83.3,40.4,7.0,20.2,410,11,Lunch,167,41,Female,2577
80,Fruits,52,34.7,36.5,6.3,6.3,5.9,336,137,Snack,385,33,Male,1021
819,Beverages,160,1.9,21.6,15.6,4.2,1.0,670,252,Breakfast,723,44,Female,3062
973,Snacks,114,25.1,45.9,46.6,2.1,7.8,627,118,Dinner,553,46,Female,1050
720,Fruits,53,25.3,30.5,29.1,7.3,32.4,989,300,Lunch,590,22,Male,3503
249,Snacks,196,40.1,95.3,41.8,1.6,12.3,295,179,Lunch,532,30,Male,4811
466,Meat,172,22.7,88.8,6.7,5.6,15.0,504,3,Lunch,225,45,Female,2521
388,Beverages,276,20.7,97.9,27.3,4.7,4.8,168,142,Dinner,202,31,Female,7411
432,Grains,75,45.2,11.5,45.7,1.8,16.2,653,176,Breakfast,580,46,Male,3527
218,Snacks,337,17.2,39.0,13.9,9.7,0.7,363,295,Breakfast,601,26,Male,2027
685,Snacks,392,8.2,51.7,4.1,8.9,27.3,627,56,Breakfast,158,74,Male,3538
958,Vegetables,161,49.5,35.7,39.5,4.8,15.9,649,171,Breakfast,388,62,Female,2593
784,Fruits,159,43.5,40.4,3.8,5.9,13.5,12,81,Dinner,728,33,Male,9721
801,Fruits,509,6.3,65.3,11.2,2.3,32.4,701,23,Breakfast,808,41,Female,1117
205,Grains,60,31.3,40.0,5.5,1.9,49.2,68,172,Breakfast,225,36,Male,1079
633,Snacks,363,47.9,12.2,30.2,6.4,28.2,296,126,Snack,151,27,Male,2598
508,Meat,540,30.1,99.0,38.9,8.0,0.4,308,263,Dinner,292,67,Female,3542
302,Snacks,535,43.2,86.8,46.8,2.8,38.3,991,230,Lunch,324,62,Female,2012
455,Dairy,397,17.6,48.3,29.8,2.8,0.9,345,69,Lunch,918,80,Female,8443
160,Meat,584,40.2,14.3,29.2,4.7,41.7,359,188,Dinner,753,18,Female,1088
946,Fruits,56,17.6,41.4,24.8,4.1,8.2,145,233,Breakfast,650,47,Female,1006
665,Beverages,495,21.8,85.7,47.1,2.9,28.4,290,266,Dinner,171,54,Male,2524
760,Snacks,386,27.3,96.5,34.7,3.8,36.0,433,20,Snack,450,79,Male,3518
385,Meat,452,27.3,42.7,10.1,9.3,42.7,498,230,Lunch,487,71,Male,2026
135,Meat,555,5.3,94.0,41.9,7.8,42.1,881,115,Lunch,241,25,Female,3811
776,Fruits,383,8.1,33.3,2.0,1.0,11.2,799,55,Dinner,118,65,Male,3821
50,Meat,511,31.1,61.4,39.1,4.1,32.0,851,130,Breakfast,291,27,Male,3516
586,Grains,375,15.1,55.6,41.1,6.2,34.9,18,237,Dinner,863,28,Female,4819
745,Meat,527,15.1,58.8,45.3,1.6,42.4,808,210,Dinner,505,30,Female,1059
659,Snacks,426,24.3,58.3,9.1,5.5,39.6,7,295,Dinner,287,45,Female,2029
608,Beverages,241,49.4,68.7,26.0,2.7,26.3,374,85,Breakfast,448,39,Female,1046
651,Snacks,155,16.0,61.3,40.0,8.1,10.0,483,40,Breakfast,196,30,Female,2593
50,Beverages,518,29.2,55.4,10.2,8.1,30.6,25,214,Dinner,399,58,Female,1004
862,Snacks,210,49.2,38.4,13.4,1.4,33.1,143,21,Breakfast,243,33,Male,3067
250,Grains,376,8.5,15.1,11.5,1.0,6.2,887,101,Breakfast,889,53,Female,3598
460,Grains,438,46.7,7.6,26.7,1.3,39.2,192,167,Dinner,131,21,Female,5921
680,Dairy,191,7.2,38.4,32.5,9.3,0.7,104,170,Snack,504,59,Male,3540
99,Dairy,518,31.7,16.0,31.4,9.5,29.0,632,150,Dinner,439,76,Female,2521
858,Vegetables,436,4.5,86.6,22.2,8.5,24.9,876,120,Lunch,321,67,Female,2631
808,Meat,381,45.4,53.9,3.8,7.8,35.0,724,197,Lunch,161,60,Female,6221
573,Beverages,322,10.4,20.0,25.0,5.8,23.4,668,17,Dinner,669,54,Female,3505
73,Grains,474,12.5,28.6,33.9,5.7,33.4,335,124,Dinner,577,62,Male,3020
761,Meat,323,18.7,37.6,18.7,4.3,6.3,320,21,Breakfast,994,77,Male,3078
619,Grains,553,46.8,90.4,10.4,3.9,32.1,282,258,Dinner,193,46,Male,3535
506,Beverages,106,48.0,8.2,2.6,7.2,23.3,763,236,Breakfast,488,75,Male,3572
281,Grains,506,19.6,90.0,20.8,5.2,26.9,647,251,Dinner,661,33,Female,3549
833,Meat,541,15.8,36.5,1.7,8.9,38.6,780,43,Dinner,338,19,Male,3029
297,Beverages,143,11.4,25.4,13.4,1.6,17.7,287,257,Lunch,288,75,Male,7522
465,Fruits,200,37.0,74.7,34.7,1.4,19.7,305,150,Snack,619,31,Female,1115
341,Vegetables,174,29.7,95.0,14.7,2.7,37.4,314,182,Dinner,321,80,Male,2545
950,Dairy,525,38.7,59.2,47.5,0.3,46.3,230,180,Snack,793,80,Female,2527
247,Dairy,332,13.9,9.6,46.8,1.8,31.8,111,135,Breakfast,117,51,Female,9402
396,Dairy,201,3.6,22.4,23.3,2.4,46.0,849,244,Breakfast,947,40,Male,1028
984,Fruits,253,7.1,17.7,9.8,2.0,12.9,642,123,Breakfast,583,71,Male,4531
752,Snacks,215,18.0,89.2,15.9,6.6,32.5,412,101,Snack,425,56,Male,3059
40,Meat,582,27.8,59.0,21.0,9.7,49.0,459,48,Lunch,455,37,Female,4815
417,Fruits,323,47.3,57.7,20.5,8.6,43.1,486,282,Dinner,996,65,Female,3054
620,Dairy,325,46.5,99.2,1.9,7.4,17.1,315,266,Lunch,775,19,Male,3543
918,Fruits,435,38.3,6.9,4.8,3.2,48.4,600,50,Dinner,847,28,Female,3567
451,Fruits,529,30.8,90.8,32.6,0.0,22.8,85,164,Lunch,747,38,Female,3520
638,Snacks,137,2.2,56.4,22.6,0.7,49.7,938,155,Snack,338,71,Male,1040
221,Meat,298,17.1,28.2,44.9,2.2,41.0,816,137,Snack,696,33,Male,2027
164,Vegetables,574,36.5,79.7,38.6,9.4,8.3,931,121,Lunch,521,41,Female,1044
818,Dairy,363,39.4,67.5,33.7,6.1,17.9,732,109,Lunch,882,48,Male,3505
